title,recipe_link,img_link,ingredients,yield,nutrients,region,meal_type,subregion,total_calories,total_protein,total_fat,total_carb
Clams Casino,https://www.allrecipes.com/recipe/12722/clams-casino/,https://www.allrecipes.com/thmb/FKaa8kRwrgS_Dnc_S4OeFXDjPv4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9313212-clams-casino-Rita-4x3-1-1baf826238924f3eb5c747dec5473aaf.jpg,"['24 large clams', '2 tablespoons olive oil', '1 tablespoon butter', '0.5 cup minced onion', '0.25 cup chopped green bell pepper', '2 cloves garlic, minced', '1 cup dried bread crumbs', '4 slices bacon', '0.5 teaspoon dried oregano', '2 tablespoons grated Parmesan cheese', '2 teaspoons dried parsley', '0.25 teaspoon paprika', '2 tablespoons olive oil']",4 servings,"{'calories': '346 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '29 mg', 'fiberContent': '2 g', 'proteinContent': '12 g', 'saturatedFatContent': '6 g', 'sodiumContent': '483 mg', 'sugarContent': '3 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",usa,,state_id,4361.84,557.2,130.75,201.71
Clams and Chourico,https://www.allrecipes.com/recipe/78165/clams-and-chourico/,https://www.allrecipes.com/thmb/YK4DeAcIUULRM8k5R8Vpn_mM6GA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/287561-c7fec5863aaf45ffb7ae8fb9b816d188.jpg,"['24 small clams in shell, scrubbed', '0.25 cup cornmeal', '0.25 cup olive oil', '3 cloves garlic, minced', '8 ounces chourico sausage, diced', '1 medium red onion, sliced', '1 pinch red pepper flakes', '1 (12 fluid ounce) can or bottle dark beer', '1 (8 ounce) bottle clam juice', '1 (28 ounce) can crushed roma tomatoes', '3 tablespoons chopped fresh oregano', '1 pinch salt and pepper to taste']",4 servings,"{'calories': '435 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '46 mg', 'fiberContent': '3 g', 'proteinContent': '13 g', 'saturatedFatContent': '8 g', 'sodiumContent': '910 mg', 'sugarContent': '6 g', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ri,2198.75,105.12,126.56,121.74
Clams in Oyster Sauce,https://www.allrecipes.com/recipe/212971/clams-in-oyster-sauce/,https://www.allrecipes.com/thmb/i80HM7krSqUWgG6LRFPFXYWSmgM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/657756-168d221354c644c8a95d8c59779e942b.jpg,"['2 tablespoons olive oil', '1 onion, chopped', '2 cloves garlic, minced', '1 (2 inch) piece fresh ginger, peeled and grated', '2 tablespoons oyster sauce', '0.5 cup water', '2.25 pounds clams in shell, scrubbed']",4 servings,"{'calories': '120 kcal', 'carbohydrateContent': '5 g', 'cholesterolContent': '20 mg', 'fiberContent': '1 g', 'proteinContent': '8 g', 'saturatedFatContent': '1 g', 'sodiumContent': '91 mg', 'sugarContent': '2 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",asian,main,filipino,2002.9,269.44,48.36,104.47
Clapshot,https://www.allrecipes.com/recipe/101842/clapshot/,https://www.allrecipes.com/thmb/757Grba4u_yFJZTg6eeoWqE-oRY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/807331-161dcb356e7f4846b8f57837cf1180dd.jpg,"['1 pound baking potatoes, peeled and cubed', '0.75 pound turnips, peeled and cubed', '0.25 pound carrots, peeled and cubed', '1 teaspoon salt', '2 tablespoons butter, cubed', '3 tablespoons heavy cream']",8 servings,"{'calories': '106 kcal', 'carbohydrateContent': '14 g', 'cholesterolContent': '15 mg', 'fiberContent': '2 g', 'proteinContent': '2 g', 'saturatedFatContent': '3 g', 'sodiumContent': '355 mg', 'sugarContent': '3 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",european,,uk_ireland,910.22,16.72,40.24,125.03
Classic Bangers and Mash,https://www.allrecipes.com/recipe/97806/classic-bangers-and-mash/,https://www.allrecipes.com/thmb/RWrTM7eWL7qVpWW_qO3UH1nrsHU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/255177-27e81859949247edaad541d654762ae3.jpg,"['2.25 pounds potatoes, peeled and quartered', '2 chicken bouillon cubes', '1 cup warm milk', '0.25 cup melted butter', '1 tablespoon cooking oil', '8 links pork sausage', '1 large onion, sliced and separated into rings', '2 (10.25 ounce) cans homestyle beef gravy', '2 teaspoons crumbled dried oregano']",4 servings,"{'calories': '628 kcal', 'carbohydrateContent': '62 g', 'cholesterolContent': '61 mg', 'fiberContent': '7 g', 'proteinContent': '18 g', 'saturatedFatContent': '14 g', 'sodiumContent': '2001 mg', 'sugarContent': '7 g', 'fatContent': '35 g', 'unsaturatedFatContent': '0 g'}",european,,uk_ireland,2463.28,84.18,125.67,263
Classic Beef Stroganoff in a Slow Cooker,https://www.allrecipes.com/recipe/262072/classic-beef-stroganoff-in-a-slow-cooker/,https://www.allrecipes.com/thmb/Xhy_bdgyvDgx8FhuOJTi1K-iTVk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5001939-a3426e096e4e497c9fff58f8b8d361e9.jpg,"['1 pound beef top round steak, cut into 1/4-inch strips', '1 (8 ounce) package sliced fresh mushrooms', '1 cup chopped onion', '2 tablespoons Dijon mustard', '2 tablespoons chopped fresh parsley', '3 cloves garlic, minced', '0.5 teaspoon salt', '0.5 teaspoon dried dill', '0.5 teaspoon freshly ground black pepper', '0.33333334326744 cup all-purpose flour (spooned and leveled)', '1 cup fat-free reduced-sodium beef broth', '1 (8 ounce) container reduced-fat sour cream', '2 cups hot cooked egg noodles']",4 servings,"{'calories': '441 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '105 mg', 'fiberContent': '3 g', 'proteinContent': '33 g', 'saturatedFatContent': '8 g', 'sodiumContent': '560 mg', 'sugarContent': '3 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",european,,eastern_european,2140.6,186.33,82.64,169.13
Classic Bellini Cocktail,https://www.allrecipes.com/recipe/238504/classic-bellini-cocktail/,https://www.allrecipes.com/thmb/qyG8hNmO3NZSen10tsTiW3C7Epc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1244556-3db351d9d09b448fb33df4cbd256366e.jpg,"['2 fluid ounces peach juice', '4 fluid ounces chilled sparkling wine', '1 tablespoon raspberry juice']",1 serving,"{'calories': '136 kcal', 'carbohydrateContent': '13 g', 'fiberContent': '0 g', 'proteinContent': '0 g', 'sodiumContent': '11 mg', 'sugarContent': '2 g', 'unsaturatedFatContent': '0 g'}",european,drinks,italian,262.53,0.66,0.07,43.95
Classic Bisquick Peach Cobbler,https://www.allrecipes.com/recipe/234261/classic-bisquick-peach-cobbler/,https://www.allrecipes.com/thmb/J-uyHIdzAceXAduTfjp6ki_bWIg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1285677-5b06bb34585541b297853ea03299861d.jpg,"['1 cup Original Bisquick® mix', '1 cup milk', '0.5 teaspoon ground nutmeg', '0.5 cup butter or margarine, melted', '1 (29 ounce) can sliced peaches, drained', '1 cup sugar']",6 servings,"{'calories': '427 kcal', 'carbohydrateContent': '63 g', 'cholesterolContent': '44 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '11 g', 'sodiumContent': '383 mg', 'sugarContent': '50 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,dessert,southern,2077.5,14.26,97.55,307.42
Classic Bran Muffins,https://www.allrecipes.com/recipe/25224/classic-bran-muffins/,https://www.allrecipes.com/thmb/JaqSuOz8zyMiuRVs8hpviio9P5k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8963931_Classic-Bran-Muffins-1x1-1-05aa074d97ee43b1b360d955bdf29ae9.jpg,"['1.5 cups wheat bran', '1 cup buttermilk', '0.66666668653488 cup brown sugar', '0.33333334326744 cup vegetable oil', '1 egg', '0.5 teaspoon vanilla extract', '1 cup all-purpose flour', '1 teaspoon baking soda', '1 teaspoon baking powder', '0.5 teaspoon salt', '0.5 cup raisins']",12 servings,"{'calories': '168 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '16 mg', 'fiberContent': '4 g', 'proteinContent': '4 g', 'saturatedFatContent': '1 g', 'sodiumContent': '262 mg', 'sugarContent': '9 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",usa,"appetizer,bread",jewish,2153.37,43.36,84.15,346.45
Classic Caesar Salad with Homemade Croutons,https://www.allrecipes.com/recipe/8371297/classic-caesar-salad-with-homemade-croutons/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/1033249144001/9c77ec1b-2054-4620-9713-c7fefdbc2a8c/c6591f9c-a84a-4192-88d3-8274be49c533/1280x720/match/image.jpg,"['0.5 (1 pound) loaf sourdough bread, cut into 1-inch cubes', '0.25 cup olive oil', '0.25 cup butter, melted', '2 cloves garlic, pressed', '1 teaspoon kosher salt', '0.5 teaspoon ground black pepper', '2 cloves garlic, pressed', '3 anchovy fillets, chopped', '1 teaspoon kosher salt', '1 large egg yolk', '2 tablespoons lemon juice', '1 teaspoon Dijon mustard', '0.5 teaspoon Worcestershire sauce', '0.333 cup extra-virgin olive oil', '2 tablespoons grated Parmesan cheese, or more to taste', '0.25 teaspoon cracked black pepper, or more to taste', '3 romaine - washed, chopped, and chilled']",6 servings,"{'calories': '406 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '56 mg', 'fiberContent': '3 g', 'proteinContent': '7 g', 'saturatedFatContent': '9 g', 'sodiumContent': '998 mg', 'fatContent': '31 g', 'unsaturatedFatContent': '0 g'}",usa,salad,state_ca,3003.08,67.87,196.58,250.02
Classic Chicken Caesar Salad,https://www.allrecipes.com/recipe/246106/classic-chicken-caesar-salad/,https://www.allrecipes.com/thmb/YklaDZF1zj7z4bU8Q28mYFryr5g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3186344-9400cb8415144a2db2660cd6762c8cde.jpg,"['6 cups tightly packed chopped romaine lettuce', '1 pound cooked boneless skinless chicken breasts, cut into strips', '0.5 cup CRACKER BARREL Finely Shredded 100% Parmesan Cheese', '0.5 cup seasoned croutons', '0.25 cup KRAFT Creamy Caesar Dressing']",4 servings,"{'calories': '333 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '90 mg', 'fiberContent': '2 g', 'proteinContent': '36 g', 'saturatedFatContent': '5 g', 'sodiumContent': '385 mg', 'sugarContent': '1 g', 'fatContent': '17 g', 'servingSize': '4 servings, 1/4 recipe each', 'unsaturatedFatContent': '0 g'}",usa,salad,state_ca,1361.4,150.75,62.95,40.56
Classic Chicken Cordon Bleu,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,https://www.allrecipes.com/thmb/fKMdRsiC3KZ-h1fHqLjoPqaDRYg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4535588-chicken-cordon-bleu-ii-France-C-1x1-1-348f734924ab42c8a64f270c5088ee24.jpg,"['3 tablespoons all-purpose flour', '1 teaspoon paprika', '6 skinless, boneless chicken breast halves', '6 slices Swiss cheese', '6 slices ham', '6 tablespoons butter', '0.5 cup dry white wine', '1 teaspoon chicken bouillon granules', '1 cup heavy whipping cream', '1 tablespoon cornstarch']",6 servings,"{'calories': '584 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '195 mg', 'fiberContent': '0 g', 'proteinContent': '42 g', 'saturatedFatContent': '24 g', 'sodiumContent': '655 mg', 'sugarContent': '1 g', 'fatContent': '41 g', 'unsaturatedFatContent': '0 g'}",european,main,french,4057.1,369.44,254.24,43.14
Classic Chicken Pad Thai,https://www.allrecipes.com/recipe/280886/classic-chicken-pad-thai/,https://www.allrecipes.com/thmb/YcO5SlaLQdmb2pDQNTRMT6eEIZs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8313972-57d52ac923fe4c96b60203052a357d32.jpg,"['10 ounces dried rice noodles', '4 tablespoons brown sugar', '4 tablespoons soy sauce, or to taste', '6 tablespoons fish sauce, or to taste', '5 tablespoons tamarind paste', '2 tablespoons vegetable oil', '12 ounces chicken breast, thinly sliced', '1 (7 ounce) package firm tofu, sliced', '3 cloves garlic, chopped', '1 tablespoon shrimp paste', '3 eggs', '2 tablespoons chopped spring onions', '0.75 cup dry roasted peanuts', '2 cups bean sprouts', '1 lime, cut into wedges']",4 servings,"{'calories': '797 kcal', 'carbohydrateContent': '98 g', 'cholesterolContent': '190 mg', 'fiberContent': '6 g', 'proteinContent': '40 g', 'saturatedFatContent': '5 g', 'sodiumContent': '3006 mg', 'sugarContent': '18 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",asian,main,thai,3298.36,209.48,121.28,350.62
Classic Chicken Salad,https://www.allrecipes.com/recipe/285369/classic-chicken-salad/,https://www.allrecipes.com/thmb/eFrRdkNTPAZkZWTgdED3vs5G0d4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9371771-224aedcc155145ae90652d1677e22f71.jpg,"['cooking spray', '2 pounds skinless, boneless chicken breast halves', '1 teaspoon kosher salt, divided', '0.75 teaspoon ground black pepper, divided', '0.75 teaspoon onion powder', '1 cup mayonnaise, or more to taste', '0.5 cup sour cream', '0.25 cup sweet relish', '3 stalks green onions (white and light green parts only), minced', '2 tablespoons chopped fresh parsley', '1 tablespoon Dijon mustard', '1 tablespoon lemon juice', '1 teaspoon dried dill weed', '0.5 cup finely chopped celery']",10 servings,"{'calories': '296 kcal', 'carbohydrateContent': '4 g', 'cholesterolContent': '65 mg', 'fiberContent': '0 g', 'proteinContent': '20 g', 'saturatedFatContent': '5 g', 'sodiumContent': '457 mg', 'sugarContent': '2 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",usa,salad,state_ca,3357.61,289.41,220.75,39.6
Classic Clam Chowder,https://www.allrecipes.com/recipe/77972/classic-clam-chowder/,https://www.allrecipes.com/thmb/RHiWG0Zny7aiZpFhg6cTthoCjfE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6428521-d581e0dc49bf4d4cbe5af6f026904438.jpg,"['2 slices thick-cut bacon, cut into small dice', '1 large onion, cut into medium dice', '0.5 teaspoon dried thyme leaves', '2 bay leaves', '1.5 cups leftover mashed potatoes', '2 (8 ounce) bottles clam juice', '4 (6.5 ounce) cans minced clams (clams and juice separated)', '1 cup water', '9 new potatoes, cut into 1/2 -inch cubes', '0.5 cup heavy cream', '2 tablespoons minced fresh parsley', 'Salt and pepper, to taste']",8 servings,"{'calories': '323 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '87 mg', 'fiberContent': '3 g', 'proteinContent': '28 g', 'saturatedFatContent': '4 g', 'sodiumContent': '552 mg', 'sugarContent': '2 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ma,2142.5,133.17,73.27,237.21
Classic Cuban-Style Picadillo,https://www.allrecipes.com/recipe/220164/classic-cuban-style-picadillo/,https://www.allrecipes.com/thmb/lkmeBrx6fvq-jqfkU9WxzFLaY0U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/220164-ClassicCubanStylePicadilloi-ddmfs-4x3-0256-214cca7d602746fa8db739bc479aa4a6.jpg,"['1 tablespoon olive oil', '1 small onion, chopped', '0.5 green bell pepper, chopped', '1 clove garlic, minced, or more to taste', '1 pound lean ground beef', '1 (8 ounce) can tomato sauce', '6 large pitted green olives, quartered', '0.5 cup raisins', '1 tablespoon capers', '2 (1.41 ounce) packages sazon seasoning (such as Goya®)', '1 tablespoon ground cumin', '1 teaspoon white sugar', 'salt to taste']",4 servings,"{'calories': '350 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '74 mg', 'fiberContent': '2 g', 'proteinContent': '24 g', 'saturatedFatContent': '6 g', 'sodiumContent': '3572 mg', 'sugarContent': '17 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,,state_fl,1564.67,137.37,73.36,93.21
Classic Empanadas,https://www.allrecipes.com/recipe/266024/classic-empanadas/,https://www.allrecipes.com/thmb/VPC4PlFyRSodNg6sUdamv2Plg4A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5589810-24a65aa048624838b65a8dc996d57e2f.jpg,"['2 potatoes', '1 tablespoon butter', '2 onion, chopped', '3 spring onions, chopped', '1 red bell pepper, chopped', '1 pound ground beef', '1 teaspoon paprika', '0.5 teaspoon cayenne pepper', 'salt to taste', '0.75 cup green olives, pitted and chopped', '2 hard-boiled eggs, chopped', '1 tablespoon olive oil', '24 empanada pastry rounds', '1 egg, lightly beaten']",12 servings,"{'calories': '393 kcal', 'carbohydrateContent': '52 g', 'cholesterolContent': '69 mg', 'fiberContent': '4 g', 'proteinContent': '15 g', 'saturatedFatContent': '5 g', 'sodiumContent': '501 mg', 'sugarContent': '3 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",latin_american,,south_american,20534.03,765,1141.07,1808.17
Classic General Tso's Chicken,https://www.allrecipes.com/recipe/59101/general-tsos-chicken/,https://www.allrecipes.com/thmb/yn8eBIaR1TSpOOU37g511H6oAf4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1050054-general-tsos-chicken-scottchanell-4x3-1-0a25431c8eb04e598b1844f91a4a2224.jpg,"['4 cups peanut oil for frying', '2 eggs', '1 teaspoon sesame oil', '0.5 cup cornstarch', '1 pound skinless, boneless chicken thighs, cut into bite-sized pieces', '1.5 tablespoons rice vinegar', '2 tablespoons rice wine', '3 tablespoons white sugar', '3 tablespoons soy sauce', '1 teaspoon sesame oil', '1 tablespoon banana ketchup', '2 tablespoons peanut oil', '6 dried whole red chilies', '0.5 cup diced onion', '1 tablespoon minced garlic', '1 tablespoon orange zest', '2 tablespoons minced green onions', '1 tablespoon toasted sesame seeds']",4 servings,"{'calories': '2475 kcal', 'carbohydrateContent': '53 g', 'cholesterolContent': '161 mg', 'fiberContent': '1 g', 'proteinContent': '29 g', 'saturatedFatContent': '42 g', 'sodiumContent': '949 mg', 'sugarContent': '11 g', 'fatContent': '244 g', 'unsaturatedFatContent': '0 g'}",asian,main,chinese,9462.54,131.63,949.2,130.87
Classic Greek Spinach,https://www.allrecipes.com/recipe/31492/classic-greek-spinach/,https://www.allrecipes.com/thmb/-smB2sJE2tZGem3hnHBo7niTZkc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1200021-c67f4b36bdef4dd1a3ee410a62c5034e.jpg,"['1 cup olive oil', '2 onions, chopped', '1 (10 ounce) package frozen chopped spinach, thawed and drained', '2 large tomatoes, coarsely chopped', '3 cups water', '1 clove garlic, minced', '1 tablespoon tomato paste', '1 cube beef bouillon', 'salt and pepper to taste', '0.5 cup uncooked long-grain white rice']",6 servings,"{'calories': '418 kcal', 'carbohydrateContent': '21 g', 'fiberContent': '3 g', 'proteinContent': '4 g', 'saturatedFatContent': '5 g', 'sodiumContent': '207 mg', 'sugarContent': '4 g', 'fatContent': '37 g', 'unsaturatedFatContent': '0 g'}",european,side,greek,2354.51,19.92,218.7,93.26
Classic Ham Glaze,https://www.allrecipes.com/recipe/220954/classic-ham-glaze/,https://www.allrecipes.com/thmb/Xt6j6DiICQNEXjStIUCEwjtcfYw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2202633-classic-ham-glaze-erlynnj-4x3-1-962a31c7087f41ac9a222123ee06fc61.jpg,"['1 cup packed brown sugar', '0.5 cup orange juice', '0.5 cup honey']",12 servings,"{'calories': '117 kcal', 'carbohydrateContent': '31 g', 'proteinContent': '0 g', 'sodiumContent': '6 mg', 'sugarContent': '30 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ca,1264.58,1.6,0.25,331.58
Classic Irish Boiled Dinner,https://www.allrecipes.com/recipe/162534/classic-irish-boiled-dinner/,https://www.allrecipes.com/thmb/QrovCo2oHJJHBLfnoYPXvSILkO4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6458212-cf7e6fc00cef48b9a3b039379da6b54e.jpg,"['3 pounds smoked pork shoulder', 'salt and pepper to taste', '2 large onions, quartered', '6 potatoes, peeled', '8 ounces carrots, cut in half', '1 large head cabbage, quartered', '1 pound fresh green beans, trimmed']",6 servings,"{'calories': '753 kcal', 'carbohydrateContent': '64 g', 'cholesterolContent': '130 mg', 'fiberContent': '14 g', 'proteinContent': '38 g', 'saturatedFatContent': '14 g', 'sodiumContent': '2715 mg', 'sugarContent': '14 g', 'fatContent': '41 g', 'unsaturatedFatContent': '0 g'}",european,,uk_ireland,5306.66,358.18,294.42,304.23
Classic Italian Pasta Salad,https://www.allrecipes.com/recipe/223318/classic-italian-pasta-salad/,https://www.allrecipes.com/thmb/oIuvzQh3aLuxpfHQgRTZV89JgM8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/982031-6ea94daf82304ad4b7793683bb290f93.jpg,"['8 ounces rotelle or spiral pasta, cooked and drained', '2.5 cups assorted cut-up vegetables (broccoli, carrots, tomatoes, bell peppers, cauliflower, onions and mushrooms)', '0.5 cup cubed Cheddar or mozzarella cheese', '0.33333334326744 cup sliced pitted ripe olives', '1 cup Wish-Bone® Italian Dressing']",8 servings,"{'calories': '233 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '9 mg', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '3 g', 'sodiumContent': '598 mg', 'sugarContent': '4 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",european,salad,italian,1616.22,49.66,95.64,152.1
